Dep_Airport,Arr_Airport,avg_duration,distance_type
DCA,ALB,84.0,Short Haul >1500Mi
DCA,ATL,108.0,Short Haul >1500Mi
DCA,AUS,209.5,Short Haul >1500Mi
DCA,AVL,90.0,Short Haul >1500Mi
DCA,BDL,80.0,Short Haul >1500Mi
DCA,BGR,106.0,Short Haul >1500Mi
DCA,BHM,127.0,Short Haul >1500Mi
DCA,BNA,114.0,Short Haul >1500Mi
DCA,BOS,89.0,Short Haul >1500Mi
DCA,BTR,163.0,Short Haul >1500Mi
DCA,BTV,95.0,Short Haul >1500Mi
DCA,BUF,80.0,Short Haul >1500Mi
DCA,CAE,91.0,Short Haul >1500Mi
DCA,CAK,79.0,Short Haul >1500Mi
DCA,CHA,109.0,Short Haul >1500Mi
DCA,CHS,104.0,Short Haul >1500Mi
DCA,CID,147.0,Short Haul >1500Mi
DCA,CLE,85.0,Short Haul >1500Mi
DCA,CLT,90.0,Short Haul >1500Mi
DCA,CMH,84.0,Short Haul >1500Mi
DCA,CRW,70.0,Short Haul >1500Mi
DCA,CVG,97.0,Short Haul >1500Mi
DCA,DAB,145.0,Short Haul >1500Mi
DCA,DAL,189.0,Short Haul >1500Mi
DCA,DAY,91.0,Short Haul >1500Mi
DCA,DEN,236.0,Short Haul >1500Mi
DCA,DFW,203.0,Short Haul >1500Mi
DCA,DSM,165.0,Short Haul >1500Mi
DCA,DTW,93.0,Short Haul >1500Mi
DCA,ECP,142.0,Short Haul >1500Mi
DCA,EWN,66.0,Short Haul >1500Mi
DCA,EWR,78.0,Short Haul >1500Mi
DCA,EYW,188.0,Short Haul >1500Mi
DCA,FLL,151.0,Short Haul >1500Mi
DCA,GRR,109.0,Short Haul >1500Mi
DCA,GSO,74.0,Short Haul >1500Mi
DCA,GSP,95.0,Short Haul >1500Mi
DCA,HHH,115.0,Short Haul >1500Mi
DCA,HOU,194.0,Short Haul >1500Mi
DCA,HPN,78.0,Short Haul >1500Mi
DCA,HSV,122.0,Short Haul >1500Mi
DCA,IAH,199.0,Short Haul >1500Mi
DCA,ILM,83.0,Short Haul >1500Mi
DCA,IND,109.0,Short Haul >1500Mi
DCA,JAN,161.0,Short Haul >1500Mi
DCA,JAX,121.0,Short Haul >1500Mi
DCA,JFK,81.0,Short Haul >1500Mi
DCA,LAN,99.0,Short Haul >1500Mi
DCA,LAS,304.0,Medium Haul <3000Mi
DCA,LAX,337.5,Medium Haul <3000Mi
DCA,LEX,87.0,Short Haul >1500Mi
DCA,LGA,71.0,Short Haul >1500Mi
DCA,LIT,159.0,Short Haul >1500Mi
DCA,MCI,164.0,Short Haul >1500Mi
DCA,MCO,139.0,Short Haul >1500Mi
DCA,MDW,114.0,Short Haul >1500Mi
DCA,MEM,145.0,Short Haul >1500Mi
DCA,MGM,127.0,Short Haul >1500Mi
DCA,MHT,94.0,Short Haul >1500Mi
DCA,MIA,161.0,Short Haul >1500Mi
DCA,MKE,116.0,Short Haul >1500Mi
DCA,MLB,152.0,Short Haul >1500Mi
DCA,MSN,131.0,Short Haul >1500Mi
DCA,MSP,158.0,Short Haul >1500Mi
DCA,MSY,165.0,Short Haul >1500Mi
DCA,MVY,85.0,Short Haul >1500Mi
DCA,MYR,88.0,Short Haul >1500Mi
DCA,OKC,193.0,Short Haul >1500Mi
DCA,OMA,170.0,Short Haul >1500Mi
DCA,ORD,126.0,Short Haul >1500Mi
DCA,ORF,58.0,Short Haul >1500Mi
DCA,PBI,150.0,Short Haul >1500Mi
DCA,PDX,337.0,Medium Haul <3000Mi
DCA,PHL,56.0,Short Haul >1500Mi
DCA,PHX,297.0,Medium Haul <3000Mi
DCA,PIT,64.0,Short Haul >1500Mi
DCA,PNS,145.0,Short Haul >1500Mi
DCA,PVD,80.0,Short Haul >1500Mi
DCA,PWM,94.0,Short Haul >1500Mi
DCA,RDU,70.0,Short Haul >1500Mi
DCA,ROC,80.0,Short Haul >1500Mi
DCA,RSW,154.0,Short Haul >1500Mi
DCA,SAV,114.0,Short Haul >1500Mi
DCA,SBN,119.5,Short Haul >1500Mi
DCA,SDF,110.0,Short Haul >1500Mi
DCA,SEA,343.0,Medium Haul <3000Mi
DCA,SFO,352.0,Medium Haul <3000Mi
DCA,SJU,220.0,Medium Haul <3000Mi
DCA,SLC,281.0,Medium Haul <3000Mi
DCA,SRQ,152.0,Short Haul >1500Mi
DCA,STL,134.0,Short Haul >1500Mi
DCA,SYR,78.0,Short Haul >1500Mi
DCA,TLH,135.0,Short Haul >1500Mi
DCA,TPA,139.0,Short Haul >1500Mi
DCA,TUL,181.0,Short Haul >1500Mi
DCA,TVC,126.0,Short Haul >1500Mi
DCA,TYS,101.0,Short Haul >1500Mi
DCA,VPS,148.5,Short Haul >1500Mi
DCA,XNA,170.0,Short Haul >1500Mi
DDC,DEN,80.0,Short Haul >1500Mi
DDC,LBL,39.0,Short Haul >1500Mi
DEC,JLN,74.0,Short Haul >1500Mi
DEC,ORD,61.0,Short Haul >1500Mi
DEN,ABE,203.0,Medium Haul <3000Mi
DEN,ABQ,72.0,Short Haul >1500Mi
DEN,ACV,179.0,Short Haul >1500Mi
DEN,ALB,205.0,Medium Haul <3000Mi
DEN,AMA,73.0,Short Haul >1500Mi
DEN,ANC,327.0,Medium Haul <3000Mi
DEN,ASE,50.0,Short Haul >1500Mi
DEN,ATL,166.0,Short Haul >1500Mi
DEN,ATW,142.5,Short Haul >1500Mi
DEN,AUS,121.0,Short Haul >1500Mi
DEN,AVL,173.0,Short Haul >1500Mi
DEN,BDL,215.0,Medium Haul <3000Mi
DEN,BFF,51.0,Short Haul >1500Mi
DEN,BFL,154.0,Short Haul >1500Mi
DEN,BHM,158.0,Short Haul >1500Mi
DEN,BIH,144.0,Short Haul >1500Mi
DEN,BIL,87.0,Short Haul >1500Mi
DEN,BIS,100.0,Short Haul >1500Mi
DEN,BLI,165.0,Short Haul >1500Mi
DEN,BMI,127.0,Short Haul >1500Mi
DEN,BNA,145.0,Short Haul >1500Mi
DEN,BOI,111.0,Short Haul >1500Mi
DEN,BOS,227.5,Medium Haul <3000Mi
DEN,BTV,214.0,Medium Haul <3000Mi
DEN,BUF,178.0,Short Haul >1500Mi
DEN,BUR,141.0,Short Haul >1500Mi
DEN,BWI,193.0,Short Haul >1500Mi
DEN,BZN,97.0,Short Haul >1500Mi
DEN,CHS,188.0,Short Haul >1500Mi
DEN,CID,108.0,Short Haul >1500Mi
DEN,CLE,164.0,Short Haul >1500Mi
DEN,CLT,187.0,Short Haul >1500Mi
DEN,CMH,158.0,Short Haul >1500Mi
DEN,CNY,71.0,Short Haul >1500Mi
DEN,COD,90.5,Short Haul >1500Mi
DEN,COS,42.0,Short Haul >1500Mi
DEN,CPR,65.0,Short Haul >1500Mi
DEN,CVG,153.0,Short Haul >1500Mi
DEN,CYS,40.0,Short Haul >1500Mi
DEN,DAL,107.0,Short Haul >1500Mi
DEN,DAY,162.0,Short Haul >1500Mi
DEN,DCA,194.0,Short Haul >1500Mi
DEN,DDC,69.0,Short Haul >1500Mi
DEN,DFW,115.0,Short Haul >1500Mi
DEN,DIK,95.0,Short Haul >1500Mi
DEN,DRO,71.0,Short Haul >1500Mi
DEN,DSM,95.0,Short Haul >1500Mi
DEN,DTW,162.0,Short Haul >1500Mi
DEN,DVL,116.0,Short Haul >1500Mi
DEN,ECP,177.0,Short Haul >1500Mi
DEN,EGE,48.0,Short Haul >1500Mi
DEN,ELP,100.0,Short Haul >1500Mi
DEN,EUG,156.0,Short Haul >1500Mi
DEN,EWR,216.0,Medium Haul <3000Mi
DEN,FAR,113.0,Short Haul >1500Mi
DEN,FAT,140.0,Short Haul >1500Mi
DEN,FCA,128.0,Short Haul >1500Mi
DEN,FLL,224.0,Medium Haul <3000Mi
DEN,FSD,91.0,Short Haul >1500Mi
DEN,GCC,71.0,Short Haul >1500Mi
DEN,GEG,134.0,Short Haul >1500Mi
DEN,GJT,60.0,Short Haul >1500Mi
DEN,GRB,136.0,Short Haul >1500Mi
DEN,GRR,144.0,Short Haul >1500Mi
DEN,GSO,190.5,Short Haul >1500Mi
DEN,GSP,186.0,Short Haul >1500Mi
DEN,GTF,114.0,Short Haul >1500Mi
DEN,GUC,59.0,Short Haul >1500Mi
DEN,HDN,50.0,Short Haul >1500Mi
DEN,HLN,113.0,Short Haul >1500Mi
DEN,HNL,435.0,Long Haul <6000Mi
DEN,HOU,135.0,Short Haul >1500Mi
DEN,HSV,157.0,Short Haul >1500Mi
DEN,IAD,190.0,Short Haul >1500Mi
DEN,IAH,137.0,Short Haul >1500Mi
DEN,ICT,78.0,Short Haul >1500Mi
DEN,IDA,98.0,Short Haul >1500Mi
DEN,IND,138.0,Short Haul >1500Mi
DEN,JAC,85.0,Short Haul >1500Mi
DEN,JAX,190.0,Short Haul >1500Mi
DEN,JFK,219.0,Medium Haul <3000Mi
DEN,JLN,101.0,Short Haul >1500Mi
DEN,JMS,105.0,Short Haul >1500Mi
DEN,KOA,440.0,Long Haul <6000Mi
DEN,LAR,48.0,Short Haul >1500Mi
DEN,LAS,112.0,Short Haul >1500Mi
DEN,LAX,143.0,Short Haul >1500Mi
DEN,LBB,83.0,Short Haul >1500Mi
DEN,LBF,59.0,Short Haul >1500Mi
DEN,LBL,68.0,Short Haul >1500Mi
DEN,LEX,162.0,Short Haul >1500Mi
DEN,LGA,214.0,Medium Haul <3000Mi
DEN,LGB,139.0,Short Haul >1500Mi
DEN,LIH,453.0,Long Haul <6000Mi
DEN,LIT,121.0,Short Haul >1500Mi
DEN,LNK,92.0,Short Haul >1500Mi
DEN,LWS,140.0,Short Haul >1500Mi
DEN,MAF,100.0,Short Haul >1500Mi
DEN,MCI,90.0,Short Haul >1500Mi
DEN,MCO,207.0,Medium Haul <3000Mi
DEN,MDW,131.0,Short Haul >1500Mi
DEN,MEM,129.0,Short Haul >1500Mi
DEN,MFR,160.0,Short Haul >1500Mi
DEN,MIA,227.0,Medium Haul <3000Mi
DEN,MKE,133.0,Short Haul >1500Mi
DEN,MLI,123.0,Short Haul >1500Mi
DEN,MOT,114.0,Short Haul >1500Mi
DEN,MRY,161.0,Short Haul >1500Mi
DEN,MSN,124.0,Short Haul >1500Mi
DEN,MSO,120.0,Short Haul >1500Mi
DEN,MSP,109.0,Short Haul >1500Mi
DEN,MSY,149.0,Short Haul >1500Mi
DEN,MTJ,58.0,Short Haul >1500Mi
DEN,MYR,196.0,Short Haul >1500Mi
DEN,OAK,149.0,Short Haul >1500Mi
DEN,OGG,431.0,Long Haul <6000Mi
DEN,OKC,90.0,Short Haul >1500Mi
DEN,OMA,82.0,Short Haul >1500Mi
DEN,ONT,132.0,Short Haul >1500Mi
DEN,ORD,142.0,Short Haul >1500Mi
DEN,ORF,203.0,Medium Haul <3000Mi
DEN,OTH,180.0,Short Haul >1500Mi
DEN,PBI,229.0,Medium Haul <3000Mi
DEN,PDX,155.0,Short Haul >1500Mi
DEN,PHL,205.0,Medium Haul <3000Mi
DEN,PHX,110.0,Short Haul >1500Mi
DEN,PIA,118.0,Short Haul >1500Mi
DEN,PIT,172.0,Short Haul >1500Mi
DEN,PNS,166.0,Short Haul >1500Mi
DEN,PRC,107.0,Short Haul >1500Mi
DEN,PSC,151.0,Short Haul >1500Mi
DEN,PSP,132.0,Short Haul >1500Mi
DEN,PUB,49.0,Short Haul >1500Mi
DEN,PWM,229.0,Medium Haul <3000Mi
DEN,RAP,70.0,Short Haul >1500Mi
DEN,RDM,149.0,Short Haul >1500Mi
DEN,RDU,192.0,Short Haul >1500Mi
DEN,RIC,195.0,Short Haul >1500Mi
DEN,RIW,69.0,Short Haul >1500Mi
DEN,RKS,63.0,Short Haul >1500Mi
DEN,RNO,132.0,Short Haul >1500Mi
DEN,RSW,213.0,Medium Haul <3000Mi
DEN,SAN,136.0,Short Haul >1500Mi
DEN,SAT,121.0,Short Haul >1500Mi
DEN,SAV,191.0,Short Haul >1500Mi
DEN,SBA,150.0,Short Haul >1500Mi
DEN,SBP,164.0,Short Haul >1500Mi
DEN,SDF,146.5,Short Haul >1500Mi
DEN,SEA,171.0,Short Haul >1500Mi
DEN,SFO,154.0,Short Haul >1500Mi
DEN,SGF,110.0,Short Haul >1500Mi
DEN,SGU,102.0,Short Haul >1500Mi
DEN,SHR,78.0,Short Haul >1500Mi
DEN,SJC,148.0,Short Haul >1500Mi
DEN,SJU,330.0,Medium Haul <3000Mi
DEN,SLC,85.0,Short Haul >1500Mi
DEN,SLN,79.0,Short Haul >1500Mi
DEN,SMF,145.0,Short Haul >1500Mi
DEN,SNA,138.0,Short Haul >1500Mi
DEN,SRQ,204.5,Medium Haul <3000Mi
DEN,STL,115.0,Short Haul >1500Mi
DEN,SUN,114.0,Short Haul >1500Mi
DEN,SUX,90.0,Short Haul >1500Mi
DEN,SYR,196.0,Short Haul >1500Mi
DEN,TPA,199.0,Medium Haul <3000Mi
DEN,TUL,91.0,Short Haul >1500Mi
DEN,TUS,114.0,Short Haul >1500Mi
DEN,TVC,150.0,Short Haul >1500Mi
DEN,TYS,170.0,Short Haul >1500Mi
DEN,VEL,66.0,Short Haul >1500Mi
DEN,WYS,100.5,Short Haul >1500Mi
DEN,XNA,108.0,Short Haul >1500Mi
DEN,XWA,110.0,Short Haul >1500Mi
DFW,ABI,52.0,Short Haul >1500Mi
DFW,ABQ,110.0,Short Haul >1500Mi
DFW,ACT,50.0,Short Haul >1500Mi
DFW,ACY,174.0,Short Haul >1500Mi
DFW,AEX,72.0,Short Haul >1500Mi
DFW,AGS,136.0,Short Haul >1500Mi
DFW,ALB,191.0,Short Haul >1500Mi
DFW,AMA,74.0,Short Haul >1500Mi
DFW,ANC,405.0,Long Haul <6000Mi
DFW,ASE,142.0,Short Haul >1500Mi
DFW,ATL,121.0,Short Haul >1500Mi
DFW,AUS,62.0,Short Haul >1500Mi
DFW,AVL,131.0,Short Haul >1500Mi
DFW,BDL,201.0,Short Haul >1500Mi
DFW,BFL,197.0,Short Haul >1500Mi
DFW,BHM,101.0,Short Haul >1500Mi
DFW,BIL,173.0,Short Haul >1500Mi
DFW,BIS,157.0,Short Haul >1500Mi
DFW,BMI,117.0,Short Haul >1500Mi
DFW,BNA,108.0,Short Haul >1500Mi
DFW,BOI,197.0,Short Haul >1500Mi
DFW,BOS,215.0,Medium Haul <3000Mi
DFW,BPT,77.0,Short Haul >1500Mi
DFW,BRO,93.0,Short Haul >1500Mi
DFW,BTR,82.0,Short Haul >1500Mi
DFW,BTV,209.0,Medium Haul <3000Mi
DFW,BUF,173.0,Short Haul >1500Mi
DFW,BUR,204.0,Short Haul >1500Mi
DFW,BWI,171.0,Short Haul >1500Mi
DFW,BZN,186.5,Short Haul >1500Mi
DFW,CAE,132.0,Short Haul >1500Mi
DFW,CHA,119.0,Short Haul >1500Mi
DFW,CHS,145.0,Short Haul >1500Mi
DFW,CID,115.5,Short Haul >1500Mi
DFW,CLE,153.0,Short Haul >1500Mi
DFW,CLL,58.0,Short Haul >1500Mi
DFW,CLT,145.0,Short Haul >1500Mi
DFW,CMH,142.0,Short Haul >1500Mi
DFW,CMI,118.0,Short Haul >1500Mi
DFW,COS,116.0,Short Haul >1500Mi
DFW,COU,95.0,Short Haul >1500Mi
DFW,CRP,78.0,Short Haul >1500Mi
DFW,CSG,116.0,Short Haul >1500Mi
DFW,CVG,129.0,Short Haul >1500Mi
DFW,DAB,144.0,Short Haul >1500Mi
DFW,DAY,137.0,Short Haul >1500Mi
DFW,DCA,167.0,Short Haul >1500Mi
DFW,DEN,125.0,Short Haul >1500Mi
DFW,DRO,128.0,Short Haul >1500Mi
DFW,DRT,87.0,Short Haul >1500Mi
DFW,DSM,110.0,Short Haul >1500Mi
DFW,DTW,151.0,Short Haul >1500Mi
DFW,ECP,111.0,Short Haul >1500Mi
DFW,EGE,135.0,Short Haul >1500Mi
DFW,ELP,102.0,Short Haul >1500Mi
DFW,EUG,237.0,Medium Haul <3000Mi
DFW,EVV,111.0,Short Haul >1500Mi
DFW,EWR,199.0,Short Haul >1500Mi
DFW,EYW,161.0,Short Haul >1500Mi
DFW,FAR,155.0,Short Haul >1500Mi
DFW,FAT,205.0,Short Haul >1500Mi
DFW,FAY,153.0,Short Haul >1500Mi
DFW,FCA,209.0,Short Haul >1500Mi
DFW,FLG,153.0,Short Haul >1500Mi
DFW,FLL,162.0,Short Haul >1500Mi
DFW,FSD,125.0,Short Haul >1500Mi
DFW,FSM,65.0,Short Haul >1500Mi
DFW,FWA,138.0,Short Haul >1500Mi
DFW,GCK,93.0,Short Haul >1500Mi
DFW,GEG,219.0,Short Haul >1500Mi
DFW,GGG,55.0,Short Haul >1500Mi
DFW,GJT,136.0,Short Haul >1500Mi
DFW,GNV,139.0,Short Haul >1500Mi
DFW,GPT,94.0,Short Haul >1500Mi
DFW,GRI,109.0,Short Haul >1500Mi
DFW,GRK,54.0,Short Haul >1500Mi
DFW,GRR,141.0,Short Haul >1500Mi
DFW,GSO,145.0,Short Haul >1500Mi
DFW,GSP,130.0,Short Haul >1500Mi
DFW,GUC,127.0,Short Haul >1500Mi
DFW,HDN,141.0,Short Haul >1500Mi
DFW,HHH,161.0,Short Haul >1500Mi
DFW,HNL,484.0,Long Haul <6000Mi
DFW,HOU,70.0,Short Haul >1500Mi
DFW,HRL,89.0,Short Haul >1500Mi
DFW,HSV,105.0,Short Haul >1500Mi
DFW,IAD,167.0,Short Haul >1500Mi
DFW,IAH,68.0,Short Haul >1500Mi
DFW,ICT,75.0,Short Haul >1500Mi
DFW,IDA,182.0,Short Haul >1500Mi
DFW,ILM,155.0,Short Haul >1500Mi
DFW,IND,124.0,Short Haul >1500Mi
DFW,JAC,168.0,Short Haul >1500Mi
DFW,JAN,86.0,Short Haul >1500Mi
DFW,JAX,136.0,Short Haul >1500Mi
DFW,JFK,208.0,Short Haul >1500Mi
DFW,LAS,173.0,Short Haul >1500Mi
DFW,LAW,60.0,Short Haul >1500Mi
DFW,LAX,195.0,Short Haul >1500Mi
DFW,LBB,69.0,Short Haul >1500Mi
DFW,LCH,76.0,Short Haul >1500Mi
DFW,LEX,124.0,Short Haul >1500Mi
DFW,LFT,83.0,Short Haul >1500Mi
DFW,LGA,197.0,Short Haul >1500Mi
DFW,LIT,74.0,Short Haul >1500Mi
DFW,LRD,84.0,Short Haul >1500Mi
DFW,MAF,72.0,Short Haul >1500Mi
DFW,MCI,91.0,Short Haul >1500Mi
DFW,MCO,153.0,Short Haul >1500Mi
DFW,MDT,172.0,Short Haul >1500Mi
DFW,MDW,133.0,Short Haul >1500Mi
DFW,MEM,87.0,Short Haul >1500Mi
DFW,MFE,91.0,Short Haul >1500Mi
DFW,MGM,106.0,Short Haul >1500Mi
DFW,MHK,85.0,Short Haul >1500Mi
DFW,MIA,164.0,Short Haul >1500Mi
DFW,MKE,133.0,Short Haul >1500Mi
DFW,MLI,118.0,Short Haul >1500Mi
DFW,MLU,70.0,Short Haul >1500Mi
DFW,MOB,98.0,Short Haul >1500Mi
DFW,MRY,218.0,Short Haul >1500Mi
DFW,MSN,128.0,Short Haul >1500Mi
DFW,MSO,201.0,Short Haul >1500Mi
DFW,MSP,138.0,Short Haul >1500Mi
DFW,MSY,84.0,Short Haul >1500Mi
DFW,MTJ,131.0,Short Haul >1500Mi
DFW,MYR,152.0,Short Haul >1500Mi
DFW,OAK,219.0,Short Haul >1500Mi
DFW,OGG,484.0,Long Haul <6000Mi
DFW,OKC,58.0,Short Haul >1500Mi
DFW,OMA,104.0,Short Haul >1500Mi
DFW,ONT,187.0,Short Haul >1500Mi
DFW,ORD,137.0,Short Haul >1500Mi
DFW,ORF,170.0,Short Haul >1500Mi
DFW,PBI,159.0,Short Haul >1500Mi
DFW,PDX,239.0,Medium Haul <3000Mi
DFW,PHL,185.0,Short Haul >1500Mi
DFW,PHX,153.0,Short Haul >1500Mi
DFW,PIA,115.0,Short Haul >1500Mi
DFW,PIT,153.0,Short Haul >1500Mi
DFW,PNS,103.0,Short Haul >1500Mi
DFW,PSP,183.0,Short Haul >1500Mi
DFW,PWM,215.0,Medium Haul <3000Mi
DFW,RAP,139.0,Short Haul >1500Mi
DFW,RDU,155.0,Short Haul >1500Mi
DFW,RIC,163.0,Short Haul >1500Mi
DFW,RNO,206.0,Short Haul >1500Mi
DFW,ROC,171.5,Short Haul >1500Mi
DFW,ROW,96.0,Short Haul >1500Mi
DFW,RSW,150.0,Short Haul >1500Mi
DFW,SAF,113.0,Short Haul >1500Mi
DFW,SAN,185.0,Short Haul >1500Mi
DFW,SAT,66.0,Short Haul >1500Mi
DFW,SAV,136.0,Short Haul >1500Mi
DFW,SBA,203.0,Short Haul >1500Mi
DFW,SBN,141.0,Short Haul >1500Mi
DFW,SBP,210.0,Short Haul >1500Mi
DFW,SDF,122.0,Short Haul >1500Mi
DFW,SEA,254.0,Medium Haul <3000Mi
DFW,SFO,227.0,Short Haul >1500Mi
DFW,SGF,80.0,Short Haul >1500Mi
DFW,SGU,173.0,Short Haul >1500Mi
DFW,SHV,62.0,Short Haul >1500Mi
DFW,SJC,219.0,Short Haul >1500Mi
DFW,SJT,67.0,Short Haul >1500Mi
DFW,SJU,277.0,Medium Haul <3000Mi
DFW,SLC,162.0,Short Haul >1500Mi
DFW,SMF,216.0,Short Haul >1500Mi
DFW,SNA,194.0,Short Haul >1500Mi
DFW,SPI,109.0,Short Haul >1500Mi
DFW,SPS,61.0,Short Haul >1500Mi
DFW,SRQ,144.0,Short Haul >1500Mi
DFW,STL,101.0,Short Haul >1500Mi
DFW,STS,237.0,Short Haul >1500Mi
DFW,STT,289.0,Medium Haul <3000Mi
DFW,SWO,70.0,Short Haul >1500Mi
DFW,SYR,182.0,Short Haul >1500Mi
DFW,TLH,127.0,Short Haul >1500Mi
DFW,TPA,141.0,Short Haul >1500Mi
DFW,TRI,135.0,Short Haul >1500Mi
DFW,TUL,63.0,Short Haul >1500Mi
DFW,TUS,138.0,Short Haul >1500Mi
DFW,TVC,152.5,Short Haul >1500Mi
DFW,TXK,60.0,Short Haul >1500Mi
DFW,TYR,50.5,Short Haul >1500Mi
DFW,TYS,119.0,Short Haul >1500Mi
DFW,VPS,110.5,Short Haul >1500Mi
DFW,XNA,70.0,Short Haul >1500Mi
DFW,YUM,178.0,Short Haul >1500Mi
DHN,ATL,60.0,Short Haul >1500Mi
DIK,DEN,105.0,Short Haul >1500Mi
DLG,ANC,66.0,Short Haul >1500Mi
DLH,MSP,55.0,Short Haul >1500Mi
DLH,ORD,105.0,Short Haul >1500Mi
DRO,DEN,78.0,Short Haul >1500Mi
DRO,DFW,120.0,Short Haul >1500Mi
DRO,PHX,83.0,Short Haul >1500Mi
DRT,DFW,79.0,Short Haul >1500Mi
DSM,ATL,116.0,Short Haul >1500Mi
DSM,AUS,129.0,Short Haul >1500Mi
DSM,AZA,175.0,Short Haul >1500Mi
DSM,BNA,94.0,Short Haul >1500Mi
DSM,CLT,134.0,Short Haul >1500Mi
DSM,DCA,140.0,Short Haul >1500Mi
DSM,DEN,111.0,Short Haul >1500Mi
DSM,DFW,119.0,Short Haul >1500Mi
DSM,DTW,100.0,Short Haul >1500Mi
DSM,EWR,148.0,Short Haul >1500Mi
DSM,FLL,186.0,Short Haul >1500Mi
DSM,HOU,140.0,Short Haul >1500Mi
DSM,IAH,142.0,Short Haul >1500Mi
DSM,LAS,185.0,Short Haul >1500Mi
DSM,LAX,209.0,Short Haul >1500Mi
DSM,LGA,155.0,Short Haul >1500Mi
DSM,MCO,164.0,Short Haul >1500Mi
DSM,MIA,198.0,Short Haul >1500Mi
DSM,MSP,68.0,Short Haul >1500Mi
DSM,ORD,82.0,Short Haul >1500Mi
DSM,PDX,214.0,Short Haul >1500Mi
DSM,PGD,173.0,Short Haul >1500Mi
DSM,PHX,181.0,Short Haul >1500Mi
DSM,PIE,158.0,Short Haul >1500Mi
DSM,PSP,212.0,Short Haul >1500Mi
DSM,SAN,212.5,Short Haul >1500Mi
DSM,SFB,161.0,Short Haul >1500Mi
DSM,SNA,219.0,Short Haul >1500Mi
DSM,SRQ,163.0,Short Haul >1500Mi
DSM,STL,57.0,Short Haul >1500Mi
DSM,VPS,130.0,Short Haul >1500Mi
DTW,AGS,130.0,Short Haul >1500Mi
DTW,ALB,88.0,Short Haul >1500Mi
DTW,APN,60.0,Short Haul >1500Mi
DTW,ATL,111.0,Short Haul >1500Mi
DTW,ATW,76.0,Short Haul >1500Mi
DTW,AUS,183.0,Short Haul >1500Mi
DTW,AZO,48.0,Short Haul >1500Mi
DTW,BDL,93.0,Short Haul >1500Mi
DTW,BGM,73.0,Short Haul >1500Mi
DTW,BHM,112.0,Short Haul >1500Mi
DTW,BMI,76.0,Short Haul >1500Mi
DTW,BNA,90.0,Short Haul >1500Mi
DTW,BOS,108.0,Short Haul >1500Mi
DTW,BTV,99.0,Short Haul >1500Mi
DTW,BUF,62.0,Short Haul >1500Mi
DTW,BWI,83.0,Short Haul >1500Mi
DTW,BZN,212.5,Short Haul >1500Mi
DTW,CHA,96.0,Short Haul >1500Mi
DTW,CHS,120.0,Short Haul >1500Mi
DTW,CIU,70.0,Short Haul >1500Mi
DTW,CLE,48.0,Short Haul >1500Mi
DTW,CLT,102.0,Short Haul >1500Mi
DTW,CMH,54.0,Short Haul >1500Mi
DTW,CVG,65.0,Short Haul >1500Mi
DTW,DAB,135.0,Short Haul >1500Mi
DTW,DCA,87.0,Short Haul >1500Mi
DTW,DEN,182.0,Short Haul >1500Mi
DTW,DFW,167.0,Short Haul >1500Mi
DTW,DSM,105.0,Short Haul >1500Mi
DTW,ELM,69.0,Short Haul >1500Mi
DTW,ESC,75.0,Short Haul >1500Mi
DTW,EWR,97.0,Short Haul >1500Mi
DTW,FLL,175.0,Short Haul >1500Mi
DTW,GRB,73.0,Short Haul >1500Mi
DTW,GRR,46.0,Short Haul >1500Mi
DTW,GSO,93.0,Short Haul >1500Mi
DTW,GSP,94.0,Short Haul >1500Mi
DTW,HNL,573.0,Long Haul <6000Mi
DTW,HPN,97.0,Short Haul >1500Mi
DTW,HSV,103.0,Short Haul >1500Mi
DTW,IAD,84.0,Short Haul >1500Mi
DTW,IAH,178.0,Short Haul >1500Mi
DTW,IMT,79.0,Short Haul >1500Mi
DTW,IND,66.0,Short Haul >1500Mi
DTW,ITH,68.5,Short Haul >1500Mi
DTW,JAX,129.0,Short Haul >1500Mi
DTW,JFK,106.0,Short Haul >1500Mi
DTW,LAN,40.0,Short Haul >1500Mi
DTW,LAS,258.0,Medium Haul <3000Mi
DTW,LAX,286.0,Medium Haul <3000Mi
DTW,LEX,70.0,Short Haul >1500Mi
DTW,LGA,99.0,Short Haul >1500Mi
DTW,MBS,47.0,Short Haul >1500Mi
DTW,MCI,115.0,Short Haul >1500Mi
DTW,MCO,154.0,Short Haul >1500Mi
DTW,MDT,80.0,Short Haul >1500Mi
DTW,MDW,64.0,Short Haul >1500Mi
DTW,MEM,107.0,Short Haul >1500Mi
DTW,MIA,179.0,Short Haul >1500Mi
DTW,MKE,65.0,Short Haul >1500Mi
DTW,MQT,79.0,Short Haul >1500Mi
DTW,MSN,73.0,Short Haul >1500Mi
DTW,MSP,103.0,Short Haul >1500Mi
DTW,MSY,147.0,Short Haul >1500Mi
DTW,MYR,105.0,Short Haul >1500Mi
DTW,OMA,119.0,Short Haul >1500Mi
DTW,ORD,79.0,Short Haul >1500Mi
DTW,ORF,101.0,Short Haul >1500Mi
DTW,PBI,171.0,Short Haul >1500Mi
DTW,PDX,276.0,Medium Haul <3000Mi
DTW,PHL,89.0,Short Haul >1500Mi
DTW,PHX,250.0,Medium Haul <3000Mi
DTW,PIT,60.0,Short Haul >1500Mi
DTW,PLN,65.0,Short Haul >1500Mi
DTW,PNS,132.0,Short Haul >1500Mi
